Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature,Feature Secondary Name
ENSG00000149716,LTO1,Gene Expression,0.037866763466042466,6.217248937900877e-14,9.794303729157918e-14,1300,0.30768437127831727,1048,
ENSG00000182667,NTM,Gene Expression,0.03786158548974121,5.3734794391857577e-14,8.471752722557848e-14,201,0.05337577258466393,188,
ENSG00000095787,WAC,Gene Expression,0.03785960590321429,5.950795411990839e-14,9.377010952227989e-14,407,0.09567878324436226,374,
ENSG00000126970,ZC4H2,Gene Expression,0.03784320538867772,5.773159728050814e-14,9.097896980563216e-14,257,0.06129738858008973,243,
ENSG00000184113,CLDN5,Gene Expression,0.03784087176091269,5.706546346573305e-14,8.993708993302986e-14,255,0.0649077724835536,230,
ENSG00000128709,HOXD9,Gene Expression,0.03783101169427934,5.5067062021407764e-14,8.679514497496e-14,194,0.04792798002137115,181,
ENSG00000105852,PON3,Gene Expression,0.03780564635725304,5.284661597215745e-14,8.333184176784021e-14,122,0.030525405060555157,120,
ENSG00000166402,TUB,Gene Expression,0.03777975362571801,5.417888360170764e-14,8.541018783509365e-14,110,0.02603744368885914,105,
ENSG00000172260,NEGR1,Gene Expression,0.037700011842225024,7.283063041541027e-14,1.147031427200684e-13,297,0.07666949940532833,277,
ENSG00000100302,RASD2,Gene Expression,0.03769129887539629,6.439293542825908e-14,1.0143212171469422e-13,134,0.03087993068465241,125,
ENSG00000177096,PHETA2,Gene Expression,0.037689838242329854,7.904787935331115e-14,1.244730829095724e-13,648,0.1526279344091907,558,
ENSG00000136541,ERMN,Gene Expression,0.037673657952193726,7.815970093361102e-14,1.2308528133019952e-13,361,0.0853563151359744,338,
ENSG00000157423,HYDIN,Gene Expression,0.03765831682410736,6.061817714453355e-14,9.551118689766596e-14,89,0.02028122473324414,85,
ENSG00000122707,RECK,Gene Expression,0.03765672677596746,8.393286066166183e-14,1.3214210964513648e-13,862,0.2080408848962775,732,
ENSG00000010626,LRRC23,Gene Expression,0.03762137162274511,8.459899447643693e-14,1.3317920278415026e-13,376,0.08730387398304389,347,
ENSG00000164197,RNF180,Gene Expression,0.037618453008982956,8.393286066166183e-14,1.3214210964513648e-13,349,0.08567546390699447,319,
ENSG00000178726,THBD,Gene Expression,0.037616697467545125,8.681944052568724e-14,1.3665080692311826e-13,567,0.14357200112630603,502,
ENSG00000182459,TEX19,Gene Expression,0.037614212160652326,2.220446049250313e-16,3.5561923907879327e-16,6,0.0015281077413647804,6,
ENSG00000019549,SNAI2,Gene Expression,0.037603093566522645,9.103828801926284e-14,1.4325353140130985e-13,865,0.21256263112212984,730,
ENSG00000163395,IGFN1,Gene Expression,0.03757469312210025,0.0,0.0,13,0.004817081748095559,11,
ENSG00000132906,CASP9,Gene Expression,0.03749042759104811,1.0902390101819037e-13,1.7149484412653273e-13,1073,0.2540719426056972,913,
ENSG00000169247,SH3TC2,Gene Expression,0.03748564931859299,8.526512829121202e-14,1.3421611445454826e-13,108,0.024279521575078025,105,
ENSG00000107731,UNC5B,Gene Expression,0.03746808205297439,1.1057821325266559e-13,1.7392457494903044e-13,650,0.1574005304224219,587,
ENSG00000166819,PLIN1,Gene Expression,0.03746658291875457,9.08162434143378e-14,1.429166318123647e-13,196,0.05353085168467779,178,
ENSG00000180447,GAS1,Gene Expression,0.0374651218412778,1.0458300891968975e-13,1.645380811894944e-13,340,0.08510510021722009,310,
ENSG00000156697,UTP14A,Gene Expression,0.037459223042897366,1.1168843627729075e-13,1.7565544978155725e-13,661,0.15470423625164678,577,
ENSG00000185386,MAPK11,Gene Expression,0.03745483791877639,1.0724754417879012e-13,1.687153812070291e-13,351,0.08537783080679015,320,
ENSG00000136999,CCN3,Gene Expression,0.037418923765609194,8.815170815523743e-14,1.3873561346475088e-13,111,0.030140784872108858,104,
ENSG00000105429,MEGF8,Gene Expression,0.03740438921452729,1.219024881038422e-13,1.916858561409132e-13,749,0.17500665550736996,644,
ENSG00000108239,TBC1D12,Gene Expression,0.03739876944888042,1.2434497875801753e-13,1.9550946935368798e-13,933,0.2245465126285951,806,
ENSG00000185339,TCN2,Gene Expression,0.03736574835030774,1.312283615106935e-13,2.06296258654469e-13,1206,0.29834951341981814,996,
ENSG00000103066,PLA2G15,Gene Expression,0.03733831218043814,1.361133428190442e-13,2.1393826015552049e-13,1025,0.2543606332362668,869,
ENSG00000066379,ZNRD1,Gene Expression,0.037334158347474874,1.3744561044859438e-13,2.1601340174625347e-13,1220,0.2881465075884344,1013,
ENSG00000107159,CA9,Gene Expression,0.03732891580748384,0.0,0.0,5,0.0010817933721811977,5,
ENSG00000103264,FBXO31,Gene Expression,0.03732544503808275,1.389999226830696e-13,2.1843712192451641e-13,947,0.2204812001612837,825,
ENSG00000131080,EDA2R,Gene Expression,0.03729793778696464,1.2989609388114332e-13,2.042197239697248e-13,233,0.05542468212706068,215,
ENSG00000196553,CCDC196,Gene Expression,0.03729433120389605,6.683542608243442e-14,1.0527033056772828e-13,38,0.008994605062007293,37,
ENSG00000144118,RALB,Gene Expression,0.037268168165834115,1.5298873279334657e-13,2.4033644288988835e-13,1694,0.4042056509406597,1346,
ENSG00000124713,GNMT,Gene Expression,0.03726529942831031,1.4455103780619538e-13,2.2710114147826297e-13,387,0.09020017592921308,361,
ENSG00000132970,WASF3,Gene Expression,0.03726139538861058,1.3322676295501878e-13,2.0941952813967308e-13,201,0.048912215543289644,192,
ENSG00000147852,VLDLR,Gene Expression,0.037182503991512336,1.4210854715202004e-13,2.2328329232024665e-13,142,0.03306755442059636,137,
ENSG00000188215,DCUN1D3,Gene Expression,0.037103950545536085,1.9251267247000214e-13,3.02267911953947e-13,1012,0.23880315763053783,856,
ENSG00000108846,ABCC3,Gene Expression,0.03708250004187408,1.965094753586527e-13,3.08516446828349e-13,762,0.18145224727486517,663,
ENSG00000165863,C10orf82,Gene Expression,0.03708070011008499,1.8074430840897548e-13,2.8383971344106544e-13,252,0.058160946204416246,231,
ENSG00000080823,MOK,Gene Expression,0.03705740083933927,1.9895196601282805e-13,3.1232386113801606e-13,525,0.12358055084896917,456,
ENSG00000077935,SMC1B,Gene Expression,0.037042304458381414,1.6586731987899839e-13,2.605452085963802e-13,120,0.02844872462333513,113,
ENSG00000203618,GP1BB,Gene Expression,0.03702744863203553,1.9184653865522705e-13,3.012482914544288e-13,218,0.052849265230587784,207,
ENSG00000149968,MMP3,Gene Expression,0.03696988689325553,1.412203687323199e-13,2.2190715058793885e-13,60,0.01691597981469888,57,
ENSG00000101098,RIMS4,Gene Expression,0.03694937804438949,1.7541523789077473e-13,2.7549502096113995e-13,90,0.021415667752869988,86,
ENSG00000166833,NAV2,Gene Expression,0.036948410546131696,2.3026025530725747e-13,3.6144150353238325e-13,428,0.10264928962407376,386,
ENSG00000173530,TNFRSF10D,Gene Expression,0.0369092598600244,2.4558133304708463e-13,3.854238785923889e-13,438,0.102699964955863,393,
ENSG00000147912,FBXO10,Gene Expression,0.03690725690873053,2.389199948993337e-13,3.75002054281498e-13,337,0.07981853290973538,308,
ENSG00000205208,C4orf46,Gene Expression,0.036849241599713055,2.660094367001875e-13,4.174480405677953e-13,375,0.08653485966688372,342,
ENSG00000204524,ZNF805,Gene Expression,0.036801067470048646,3.015365734881925e-13,4.730769122950436e-13,1137,0.26859465191412496,964,
ENSG00000008256,CYTH3,Gene Expression,0.03679695488396795,2.9820590441431705e-13,4.67892267569756e-13,705,0.17646925048542425,630,
ENSG00000113578,FGF1,Gene Expression,0.03679616293521709,2.7045032879868813e-13,4.2438010777481226e-13,225,0.05565682828608894,208,
ENSG00000040487,SLC66A1,Gene Expression,0.03678947604618806,3.0309088572266774e-13,4.754739921459794e-13,752,0.17517457903532369,672,
ENSG00000260230,FRRS1L,Gene Expression,0.03677964984746829,9.636735853746359e-14,1.5162584300883646e-13,25,0.006028605001406222,25,
ENSG00000197363,ZNF517,Gene Expression,0.03675750647702204,3.1108449149996886e-13,4.879288790050945e-13,504,0.116776057492742,460,
ENSG00000166086,JAM3,Gene Expression,0.03674957049310913,3.141931159689193e-13,4.927617279038351e-13,511,0.12403800996536171,463,
ENSG00000100139,MICALL1,Gene Expression,0.03670272644003486,3.2218672174622043e-13,5.05254379644208e-13,276,0.06247319008410948,263,
ENSG00000079102,RUNX1T1,Gene Expression,0.03666333384270669,3.268496584496461e-13,5.125221417836876e-13,218,0.05523322527646964,204,
ENSG00000163606,CD200R1,Gene Expression,0.03665533571996376,3.6126657221302594e-13,5.664407988894782e-13,541,0.13252880795849958,488,
ENSG00000188167,TMPPE,Gene Expression,0.036617708874490146,3.6415315207705135e-13,5.709170017576079e-13,279,0.06532631514849961,265,
ENSG00000115282,TTC31,Gene Expression,0.036615165303372756,3.930189507173054e-13,6.161189301477528e-13,905,0.21184430743684557,797,
ENSG00000165164,CFAP47,Gene Expression,0.03656621831093496,3.0464519795714295e-13,4.778706540230964e-13,81,0.018668128412294704,78,
ENSG00000167779,IGFBP6,Gene Expression,0.03652674667703864,4.178879464689089e-13,6.549908470135561e-13,382,0.10600595162770399,349,
ENSG00000147437,GNRH1,Gene Expression,0.03651985332355274,4.3565151486291143e-13,6.827736982067511e-13,428,0.098139492943814,393,
ENSG00000102144,PGK1,Gene Expression,0.036497320247994555,4.689582056016661e-13,7.348455003644988e-13,1114,0.25960973233086143,926,
ENSG00000197608,ZNF841,Gene Expression,0.03643397279408692,5.17808018685173e-13,8.113212463801822e-13,1685,0.40682328402643525,1330,
ENSG00000111671,SPSB2,Gene Expression,0.036397867704209726,5.415667914121514e-13,8.483257627622695e-13,1138,0.2654780338233631,933,
ENSG00000169964,TMEM42,Gene Expression,0.03639747319282526,5.360156762890256e-13,8.397034434298779e-13,744,0.1723328908655825,667,
ENSG00000213762,ZNF134,Gene Expression,0.03638280301291984,5.420108806220014e-13,8.489474853443937e-13,632,0.15025624875538726,561,
ENSG00000057019,DCBLD2,Gene Expression,0.03637750878968256,5.52891066263328e-13,8.659136546143625e-13,849,0.2061420509102988,748,
ENSG00000078399,HOXA9,Gene Expression,0.03636449806048563,4.674038933671909e-13,7.324737261094416e-13,143,0.03583289100263743,138,
ENSG00000128604,IRF5,Gene Expression,0.03629609555030864,6.252776074688882e-13,9.790266046105854e-13,994,0.2399624373611915,846,
ENSG00000161914,ZNF653,Gene Expression,0.03628249428505377,6.337153024560394e-13,9.919789213319176e-13,818,0.18991740129345855,713,
ENSG00000166847,DCTN5,Gene Expression,0.03625505480707734,6.52811138479592e-13,1.0216925890331263e-12,606,0.1425983984408133,557,
ENSG00000092009,CMA1,Gene Expression,0.03624488370561222,1.694200335577989e-13,2.6610259657546205e-13,25,0.009213223369526704,25,
ENSG00000158856,DMTN,Gene Expression,0.03624149814293852,6.350475700855895e-13,9.939778930822033e-13,323,0.07560741507480623,306,
ENSG00000133028,SCO1,Gene Expression,0.036238318622692264,6.73683331342545e-13,1.0542672434126355e-12,797,0.18986637509284268,692,
ENSG00000102934,PLLP,Gene Expression,0.03623012955705471,6.308287225920139e-13,9.876322987187187e-13,257,0.0590611513713566,241,
ENSG00000086848,ALG9,Gene Expression,0.03622830723163377,6.989964163039986e-13,1.093785312414467e-12,1814,0.43504593339298453,1427,
ENSG00000006555,TTC22,Gene Expression,0.03622304728838479,6.328271240363392e-13,9.906748121170988e-13,249,0.0570161804299969,234,
ENSG00000074590,NUAK1,Gene Expression,0.036118531138449636,8.018030683842881e-13,1.2543292588792375e-12,767,0.18421772207435735,678,
ENSG00000102313,ITIH6,Gene Expression,0.036089847737040166,5.346834086594754e-13,8.376892971613794e-13,62,0.014221983229662834,60,
ENSG00000178105,DDX10,Gene Expression,0.03605263729733244,8.826273045769994e-13,1.3805294674388746e-12,835,0.19737692324426637,726,
ENSG00000100362,PVALB,Gene Expression,0.03604724645353805,5.666578317686799e-13,8.873973112700921e-13,68,0.015871248668234597,64,
ENSG00000129757,CDKN1C,Gene Expression,0.03604296059400329,7.44737604918555e-13,1.1652594997560346e-12,143,0.034522715192896396,136,
ENSG00000162390,ACOT11,Gene Expression,0.03603979146678613,8.57980353430321e-13,1.3420955067743292e-12,350,0.0820466465362237,324,
ENSG00000102805,CLN5,Gene Expression,0.0360246895194692,9.350298313393068e-13,1.4619845941997748e-12,1788,0.4222317122042092,1377,
ENSG00000050767,COL23A1,Gene Expression,0.03600489401000687,7.500666754367558e-13,1.1734956195180965e-12,133,0.032530738384174696,121,
ENSG00000083812,ZNF324,Gene Expression,0.035981362553722245,9.612310947204605e-13,1.5028215029727604e-12,526,0.12311764256503613,486,
ENSG00000197937,ZNF347,Gene Expression,0.035976116482955685,9.874323581016142e-13,1.5432490433429675e-12,843,0.19505750169536332,750,
ENSG00000071282,LMCD1,Gene Expression,0.03597478100914777,9.71445146547012e-13,1.5186585347705133e-12,662,0.17039036608255118,591,
ENSG00000164048,ZNF589,Gene Expression,0.03596703576759304,1.007638417149792e-12,1.5746921220671468e-12,1164,0.2730526889641695,982,
ENSG00000105509,HAS1,Gene Expression,0.03592544740131486,6.183942247162122e-13,9.683332368228103e-13,59,0.016527513874321977,55,
ENSG00000185437,SH3BGR,Gene Expression,0.03590298160432371,9.814371537686384e-13,1.5341457229022888e-12,206,0.047760806695941,193,
ENSG00000112320,SOBP,Gene Expression,0.03590007893448324,9.825473767932635e-13,1.5357477546055422e-12,235,0.05796643509949471,222,
ENSG00000272636,DOC2B,Gene Expression,0.03588514034572448,8.848477506262498e-13,1.3838821913480083e-12,102,0.023196479636095144,100,
ENSG00000164011,ZNF691,Gene Expression,0.035874311277979756,1.1370904218210853e-12,1.7763767360775348e-12,749,0.17329209586014513,667,
ENSG00000149243,KLHL35,Gene Expression,0.03587300169076101,1.0362821711851211e-12,1.619314645124431e-12,234,0.0532366111056954,214,
ENSG00000090674,MCOLN1,Gene Expression,0.03586813272066312,1.1473044736476368e-12,1.792177642808498e-12,757,0.18300804547235738,671,
ENSG00000166394,CYB5R2,Gene Expression,0.035860810376372926,1.1097789354153065e-12,1.734011515935058e-12,390,0.09289587992904823,357,
ENSG00000130347,RTN4IP1,Gene Expression,0.03585160105099623,1.13420384195706e-12,1.772021146621346e-12,407,0.09371938153953027,375,
ENSG00000140548,ZNF710,Gene Expression,0.03580248906525482,1.262989712813578e-12,1.97237313713583e-12,863,0.20472082841494807,753,
ENSG00000167981,ZNF597,Gene Expression,0.035778384916073554,1.2814194150223557e-12,2.0008069179104592e-12,509,0.11884623837020945,466,
ENSG00000130270,ATP8B3,Gene Expression,0.03576616625828377,1.2447820552097255e-12,1.944107529282412e-12,309,0.07408874489848202,287,
ENSG00000135338,LCA5,Gene Expression,0.03576366116149715,1.31206157050201e-12,2.0482960326656974e-12,541,0.12729381752871854,496,
ENSG00000196867,ZFP28,Gene Expression,0.03574798555083509,1.333599897179738e-12,2.081739488986452e-12,536,0.12642648254030966,478,
ENSG00000198829,SUCNR1,Gene Expression,0.035741051410340154,1.2652101588628284e-12,1.97566925692241e-12,253,0.0595984976935579,233,
ENSG00000242252,BGLAP,Gene Expression,0.03573602777566372,1.3717915692268434e-12,2.1409848988141365e-12,634,0.14795247502612457,570,
ENSG00000065989,PDE4A,Gene Expression,0.03572406117355413,1.3822276656583199e-12,2.156898539507762e-12,528,0.12776776346589758,478,
ENSG00000119865,CNRIP1,Gene Expression,0.03571601555633482,1.4073187060148484e-12,2.1956710161827222e-12,681,0.17390107394147808,601,
ENSG00000166153,DEPDC4,Gene Expression,0.035711209136431124,1.3560264022771662e-12,2.1165634622860046e-12,328,0.07682245806169334,302,
ENSG00000203780,FANK1,Gene Expression,0.03566883286569507,1.4510614931850796e-12,2.2635250897681597e-12,330,0.07717108469695842,308,
ENSG00000204397,CARD16,Gene Expression,0.03566806208978598,1.4794832026154836e-12,2.307660319155421e-12,477,0.11299754413366397,419,
ENSG00000172728,FUT10,Gene Expression,0.03566311923588567,1.5418777365994174e-12,2.404356408120707e-12,850,0.20232026684435614,746,
ENSG00000020577,SAMD4A,Gene Expression,0.03565550972377353,1.5512036100062687e-12,2.4186892582747885e-12,829,0.19981997574616542,711,
ENSG00000241404,EGFL8,Gene Expression,0.03562877143794833,1.574518293523397e-12,2.4548295612714866e-12,454,0.10809213001726521,422,
ENSG00000250305,TRMT9B,Gene Expression,0.035623209945005646,1.2962964035523328e-12,2.023860195480178e-12,111,0.02556443605679555,105,
ENSG00000196267,ZNF836,Gene Expression,0.035620747231661996,1.6087131626818518e-12,2.5079254157327684e-12,535,0.12559478702132798,493,
ENSG00000112874,NUDT12,Gene Expression,0.03560582363121739,1.6617818232589343e-12,2.59020866014682e-12,681,0.16188643978286615,622,
ENSG00000275221,HIST1H2AK,Gene Expression,0.035604817460237415,1.397770788003072e-12,2.1809636647082884e-12,132,0.03096691652757116,126,
ENSG00000187790,FANCM,Gene Expression,0.03559545526920127,1.708633234898116e-12,2.6627742886346386e-12,1074,0.254574527405287,915,
ENSG00000164362,TERT,Gene Expression,0.03559349237037429,1.3726797476465435e-12,2.142185273627948e-12,140,0.032844750476869,131,
ENSG00000170955,CAVIN3,Gene Expression,0.035583535356155514,1.6830981053317373e-12,2.6232069569584735e-12,526,0.13059692723522315,477,
ENSG00000063127,SLC6A16,Gene Expression,0.03557101116142611,1.488809076022335e-12,2.322005278761603e-12,170,0.039457791226082055,158,
ENSG00000178229,ZNF543,Gene Expression,0.035523209454612785,1.8605117446668373e-12,2.8984611057273993e-12,658,0.153355819861113,588,
ENSG00000064655,EYA2,Gene Expression,0.035481808842105465,1.6484591469634324e-12,2.5696653068936126e-12,143,0.03652246448313539,136,
ENSG00000205758,CRYZL1,Gene Expression,0.0354689162421613,2.027267242965536e-12,3.1574266131783175e-12,888,0.2091660747615239,754,
ENSG00000255833,TIFAB,Gene Expression,0.03545826448074266,1.9664270212160773e-12,3.0629343750081953e-12,373,0.08692567185775268,340,
ENSG00000237489,C10orf143,Gene Expression,0.03544449668383883,2.09143813378887e-12,3.256807590715713e-12,695,0.1595770247901824,631,
ENSG00000119514,GALNT12,Gene Expression,0.035392329386615545,2.1944668304740844e-12,3.4169491314487e-12,480,0.11722646270286768,436,
ENSG00000073792,IGF2BP2,Gene Expression,0.03538047654953928,1.8098855747439302e-12,2.8200797835622056e-12,119,0.028542813494548104,112,
ENSG00000100532,CGRRF1,Gene Expression,0.035355085052032935,2.418731881448366e-12,3.7645176480120245e-12,1702,0.4011161178548576,1343,
ENSG00000182362,YBEY,Gene Expression,0.03534306596109181,2.390532216622887e-12,3.720949532094384e-12,608,0.14425310012893325,556,
ENSG00000180884,ZNF792,Gene Expression,0.035341455043962945,2.3718804698091844e-12,3.692556321952656e-12,492,0.11236688406536532,449,
ENSG00000197748,CFAP43,Gene Expression,0.035339438786353865,2.282840583234247e-12,3.5542460863231715e-12,284,0.06538592543595328,265,
ENSG00000188732,FAM221A,Gene Expression,0.035329670802263825,2.431388423929093e-12,3.78388898221021e-12,601,0.14187784964521205,534,
ENSG00000177352,CCDC71,Gene Expression,0.035300290827651355,2.5561774918969604e-12,3.977062040315644e-12,649,0.1510478400961866,598,
ENSG00000176177,ENTHD1,Gene Expression,0.03529681545657345,1.9060308886764687e-12,2.969117554031777e-12,84,0.018022823128690572,81,
ENSG00000143195,ILDR2,Gene Expression,0.03526144751911376,1.1624035067825389e-12,1.8156058593655213e-12,45,0.010243707061967366,41,
ENSG00000159496,RGL4,Gene Expression,0.03525709223226324,2.3776536295372352e-12,3.701223750011588e-12,165,0.03582412136560421,157,
ENSG00000167767,KRT80,Gene Expression,0.035250148834301644,2.4924506902834764e-12,3.878247238569602e-12,238,0.05475546771127548,215,
ENSG00000162496,DHRS3,Gene Expression,0.035227057075627254,2.8814728381121313e-12,4.480464895282471e-12,1391,0.3314595707214822,1106,
ENSG00000117114,ADGRL2,Gene Expression,0.03522161002223395,2.672972954087527e-12,4.1577011662438645e-12,310,0.07620017421799466,280,
ENSG00000138135,CH25H,Gene Expression,0.0352118430641723,1.7883472480662022e-12,2.786761102304444e-12,74,0.018460131902394886,66,
ENSG00000079332,SAR1A,Gene Expression,0.03520326281834877,2.72959432834341e-12,4.245039429125649e-12,254,0.060674641126934284,242,
ENSG00000163909,HEYL,Gene Expression,0.03520069380606836,2.452704706001896e-12,3.816732664797277e-12,149,0.03704788923900502,138,
ENSG00000114480,GBE1,Gene Expression,0.03520030340362194,2.9962698988583725e-12,4.65856273939335e-12,1484,0.35414089422666933,1186,
ENSG00000181649,PHLDA2,Gene Expression,0.03517834487402079,2.617683847461194e-12,4.0720532408370914e-12,157,0.03669143666542158,146,
ENSG00000203778,FAM229B,Gene Expression,0.03516889864488511,3.0309088572266774e-12,4.71160464482654e-12,537,0.1270802982768515,487,
ENSG00000178222,RNF212,Gene Expression,0.035154781851830415,2.7147173398134328e-12,4.2222678404152215e-12,166,0.03866214195608974,158,
ENSG00000181036,FCRL6,Gene Expression,0.03513700942084923,3.0269120543380268e-12,4.7057981233603884e-12,299,0.07085548814765039,280,
ENSG00000143479,DYRK3,Gene Expression,0.035133535571912206,3.1397107136399427e-12,4.8803175084068984e-12,389,0.09270638098119638,367,
ENSG00000165192,ASB11,Gene Expression,0.03511009940865614,5.995204332975845e-15,9.516163772289493e-15,5,0.0009734519877416493,5,
ENSG00000133135,RNF128,Gene Expression,0.035106749505077,1.4215295607300504e-12,2.2176502086755455e-12,33,0.007962328583104115,31,
ENSG00000121297,TSHZ3,Gene Expression,0.03509776629244408,3.312239371666692e-12,5.147603936687149e-12,486,0.12482976105942101,441,
ENSG00000083782,EPYC,Gene Expression,0.035081066854846694,2.0867751970854442e-12,3.2498276937558478e-12,62,0.017228882073028196,56,
ENSG00000115963,RND3,Gene Expression,0.03507459732052972,3.454569963423637e-12,5.367411293775309e-12,558,0.1356198079093917,494,
ENSG00000159167,STC1,Gene Expression,0.035071609855500466,3.156142014404395e-12,4.905434271178635e-12,228,0.05575701416519718,202,
ENSG00000181754,AMIGO1,Gene Expression,0.035057121511733125,3.4869884757426917e-12,5.417312551209956e-12,395,0.08974113606297769,368,
ENSG00000118420,UBE3D,Gene Expression,0.035041377335533336,3.582911745070305e-12,5.565856338914258e-12,434,0.10274052634914828,402,
ENSG00000182749,PAQR7,Gene Expression,0.03501820234988524,3.7274627828765006e-12,5.789408700752244e-12,528,0.12341859654244136,476,
ENSG00000157653,C9orf43,Gene Expression,0.0350136966945126,3.672173676250168e-12,5.704027348967713e-12,362,0.08466068975064316,339,
ENSG00000188293,IGFL1,Gene Expression,0.03498654003376454,3.042011087472929e-14,4.8048339466081064e-14,6,0.0013263121669225884,6,
ENSG00000196544,BORCS6,Gene Expression,0.034958235717734154,4.099609540730853e-12,6.365769815899673e-12,623,0.14509939292367935,552,
ENSG00000165948,IFI27L1,Gene Expression,0.03493969948717254,4.2228442964642454e-12,6.555994010008172e-12,637,0.15297199437089434,584,
ENSG00000171811,CFAP46,Gene Expression,0.03491660907451023,3.9390712913700554e-12,6.11701801090368e-12,199,0.045679248599876834,187,
ENSG00000167588,GPD1,Gene Expression,0.03491024150144094,3.3577585156763234e-12,5.217895250824703e-12,98,0.025061449298631196,94,
ENSG00000149573,MPZL2,Gene Expression,0.03488627834246975,4.276579090856103e-12,6.638844780214237e-12,265,0.06197623811458029,249,
ENSG00000127252,PLAAT1,Gene Expression,0.03485830827513858,1.851407915864911e-12,2.8845281626464738e-12,33,0.0076737771266089565,31,
ENSG00000179299,NSUN7,Gene Expression,0.034834666888585344,4.57256454922117e-12,7.0977121361045016e-12,252,0.059054776615859624,238,
ENSG00000105649,RAB3A,Gene Expression,0.034757230311646334,5.408784531368838e-12,8.390657983133999e-12,567,0.13203919146094778,517,
ENSG00000167711,SERPINF2,Gene Expression,0.03475625106101394,4.842126699600158e-12,7.514840298387479e-12,170,0.04157793952635756,166,
ENSG00000187860,CCDC157,Gene Expression,0.03474860956576739,5.278888437487694e-12,8.189856063402483e-12,341,0.07820068972642717,317,
ENSG00000136011,STAB2,Gene Expression,0.034722467923366876,2.6052493495853923e-12,4.053060639666267e-12,41,0.010697525378322624,37,
ENSG00000078124,ACER3,Gene Expression,0.0346944791630616,6.018519016492974e-12,9.333321336385243e-12,1093,0.2608272502437234,917,
ENSG00000176182,MYPOP,Gene Expression,0.03469026538077491,5.985434370359144e-12,9.282814860055315e-12,721,0.1684412322927993,634,
ENSG00000185352,HS6ST3,Gene Expression,0.03468131248808819,3.8045122607854864e-12,5.908570098925548e-12,51,0.01179047058040273,51,
ENSG00000038295,TLL1,Gene Expression,0.03468100101547781,5.154543458729677e-12,7.997632451661292e-12,152,0.038060209107559105,141,
ENSG00000184408,KCND2,Gene Expression,0.03465745595095587,4.8692161414010116e-12,7.556230534421856e-12,108,0.02762277199019057,101,
ENSG00000188266,HYKK,Gene Expression,0.03465577914305802,6.23989748760323e-12,9.675793811682954e-12,672,0.15701445847221954,593,
ENSG00000115257,PCSK4,Gene Expression,0.03465312460575746,5.867084595934102e-12,9.10005052155572e-12,266,0.06161936627823862,242,
ENSG00000146678,IGFBP1,Gene Expression,0.03463133906418304,1.3100631690576847e-14,2.074699105508834e-14,5,0.0011960389519448712,5,
ENSG00000069122,ADGRF5,Gene Expression,0.0346208695669135,6.503908522859092e-12,1.0084309043716027e-11,652,0.16208366384467437,557,
ENSG00000100490,CDKL1,Gene Expression,0.03461989783270787,6.587397294310904e-12,1.0212878252412044e-11,712,0.16674031893743596,635,
ENSG00000187210,GCNT1,Gene Expression,0.03459878799959685,6.831202270518588e-12,1.0589952718522354e-11,831,0.19888677272102429,731,
ENSG00000181104,F2R,Gene Expression,0.03458603429559769,6.848965838912591e-12,1.0616575633127883e-11,641,0.15832588720604235,550,
ENSG00000106346,USP42,Gene Expression,0.03458207243964784,7.008615909853688e-12,1.0862177401161819e-11,971,0.2295685432472257,830,
ENSG00000075673,ATP12A,Gene Expression,0.03456505137681718,9.205969320191798e-13,1.4396679705249094e-12,13,0.0028867324582095223,13,
ENSG00000162227,TAF6L,Gene Expression,0.03454173673018467,7.365441589968214e-12,1.1413230995324097e-11,743,0.17384346303918563,662,
ENSG00000205810,KLRC3,Gene Expression,0.034517395321278975,7.568612403474617e-12,1.172704739608296e-11,708,0.17505914968845035,624,
ENSG00000152932,RAB3C,Gene Expression,0.03449650261510799,4.8832049515112885e-12,7.577285337437784e-12,55,0.013084345795903696,53,
ENSG00000116574,RHOU,Gene Expression,0.03449048806013553,7.822187342299003e-12,1.2116814004532385e-11,644,0.1590057056185885,583,
ENSG00000139572,GPR84,Gene Expression,0.03447653383608204,7.742029239921067e-12,1.1994711968023752e-11,376,0.09016082699899991,341,
ENSG00000196263,ZNF471,Gene Expression,0.03447026487174112,7.154499215289434e-12,1.1087316957923126e-11,164,0.0387167291450185,158,
ENSG00000167080,B4GALNT2,Gene Expression,0.034460958533493874,3.963496197911809e-13,6.212861438650398e-13,9,0.0021256765997738347,9,
ENSG00000185909,KLHDC8B,Gene Expression,0.034449044181195876,8.412825991399586e-12,1.3028366778900099e-11,898,0.2140785752732053,779,
ENSG00000221944,TIGD1,Gene Expression,0.034430302980486445,8.185008226746504e-12,1.2676652149059405e-11,334,0.07787612449438469,311,
ENSG00000141642,ELAC1,Gene Expression,0.034405607644213285,8.834266651547296e-12,1.3679845562840085e-11,706,0.16677621044397992,628,
ENSG00000162174,ASRGL1,Gene Expression,0.034390517025990074,7.923661726749742e-12,1.2272944368774223e-11,165,0.039933331608187905,156,
ENSG00000140691,ARMC5,Gene Expression,0.034386881118945715,8.963940700823514e-12,1.3877062561453851e-11,535,0.12558967893419562,481,
ENSG00000069431,ABCC9,Gene Expression,0.03438403028040901,8.882006241606177e-12,1.3752586600600546e-11,534,0.13016396943438743,447,
